Node,Community,Name
430,1.0,T_150722_1_2_full_tracing
431,3.0,T_150722_2_1_full_tracing
432,0.0,T_150722_3_2_full_tracing
433,3.0,T_150722_4_3_full_tracing
434,0.0,T_150722_5_3_full_tracing
435,0.0,T_150722_5_5b_full_tracing
436,1.0,T_150722_8_3_full_tracing
437,6.0,T_150727_Erk_4_1_full_tracing
438,2.0,T_150729_4_2a_full_tracing
439,1.0,T_150827_1_1a
440,1.0,T_150827_1_1b
441,6.0,T_150827_1_2
442,0.0,T_150827_3_1
443,3.0,T_150827_4_2
444,0.0,T_150827_6_1
445,2.0,T_150827_6_2
446,5.0,T_150827_7_1
447,6.0,T_150827_8_1
448,2.0,T_150901_1_4_full_tracing
449,1.0,T_150901_4_2_full_tracing
450,1.0,T_150901_5_3_full_tracing
451,0.0,T_150901_7_2_full_tracing
452,0.0,T_150901_12_2_full_tracing
453,0.0,T_150910_1_1_full_tracing
454,3.0,T_150910_2_3c_full_tracing
455,0.0,T_150910_2_7_full_tracing
456,7.0,T_150910_3_5_full_tracing
457,0.0,T_150925_1_2a_full_tracing
458,0.0,T_150925_3_4_full_tracing
459,2.0,T_151110_1_1
460,0.0,T_151110_1_2
461,1.0,T_151110_1_3
462,2.0,T_151110_2_4
463,2.0,T_151110_3_1
464,2.0,T_151110_3_2
465,0.0,T_151110_4_1
466,1.0,T_151110_4_2
468,0.0,T_151110_5_1
469,1.0,T_151110_5_2
470,2.0,T_151110_5_3
471,2.0,T_151110_7_1
472,0.0,T_151110_7_2
473,0.0,T_151110_7_3
474,0.0,T_151110_7_4
475,2.0,T_151110_7_5
476,5.0,T_151110_7_6
477,2.0,T_151113_2_1
478,1.0,T_151113_2_2
479,2.0,T_151113_4_2
480,5.0,T_151113_4_3
481,2.0,T_151113_5_1_corrected
482,1.0,T_151113_5_2
483,2.0,T_151113_5_4
484,2.0,T_151113_5_5
485,7.0,T_151113_7_1
486,2.0,T_151113_7_2
487,3.0,T_151124_1_2
488,5.0,T_151124_1_3
489,2.0,T_151124_1_4
490,5.0,T_151124_1_5
491,3.0,T_151124_1_7
492,1.0,T_151124_2_1
493,2.0,T_151124_2_2
494,2.0,T_151124_2_3
495,1.0,T_151124_2_5
496,1.0,T_151124_2_6
497,1.0,T_151130_1_2
498,2.0,T_151130_1_3
499,2.0,T_151130_2_2
500,0.0,T_151130_3_1
501,2.0,T_151130_3_2
502,0.0,T_151130_4_1
503,1.0,T_151130_4_2
504,1.0,T_151130_4_3
505,3.0,T_151130_4_4
506,0.0,T_151130_5_1
507,0.0,T_151130_5_2
508,0.0,T_151130_5_3
509,2.0,T_151130_5_4
510,5.0,T_151130_5_6
511,2.0,T_151130_6_3
512,1.0,T_151130_7_1
513,6.0,T_151130_7_2
514,1.0,T_151130_8_1
515,1.0,T_151130_8_2
516,3.0,T_151130_8_3
517,0.0,T_151130_10_1
518,0.0,T_151130_10_2
519,0.0,T_151130_10_3
520,1.0,T_151130_10_4
521,1.0,T_151130_10_5_complemented
522,0.0,T_151130_10_6_complemented
523,2.0,T_151130_11_1
524,0.0,T_151130_12_1
525,0.0,T_151130_12_2
526,0.0,T_151130_13_1
527,1.0,T_151130_13_2
528,3.0,T_151130_13_4
529,2.0,T_151130_14_2_complemented
530,1.0,T_151130_15_1
531,0.0,T_151130_15_2
532,0.0,T_151130_15_3
533,0.0,T_151130_15_4
534,2.0,T_151208_7_1
535,4.0,T_151208_7_2
536,0.0,T_151208_8_1
537,2.0,T_151208_9_2
538,7.0,T_151208_9_3
539,0.0,T_151208_9_4
540,2.0,T_151208_12_1
541,7.0,T_151208_14_1
542,7.0,T_151208_14_2
543,2.0,T_151208_15_1
544,1.0,T_151208_15_2
545,1.0,T_151208_17_1
546,2.0,T_151208_17_2
547,4.0,T_151208_19_1
548,2.0,T_151208_20_1
549,0.0,T_151208_20_3
550,2.0,T_151208_21_1
551,0.0,T_151208_22_1
552,1.0,T_160406_4_1
553,1.0,T_160406_4_2
554,3.0,T_160406_5b_1
555,0.0,T_160406_5b_2
556,1.0,T_160406_6_1
557,7.0,T_160406_6_2
558,6.0,T_160406_15_1
559,6.0,T_160406_VGlutxBG_3_1
560,0.0,T_160410_HuCxBG_4_1_complemented
561,4.0,T_160416_9_1
562,2.0,T_160416_9_2
563,1.0,T_160416_9_3_corrected
564,1.0,T_160426_2_1_corrected
565,1.0,T_160426_5_1
566,2.0,T_160426_5_2
567,0.0,T_160426_5_3
568,1.0,T_160426_5_4
569,4.0,T_160426_8_1
570,5.0,T_160502_1_1
571,6.0,T_160502_2_1
572,5.0,T_160502_2_2
573,0.0,T_160502_2_3_corrected
574,5.0,T_160502_3_1_complemented
575,1.0,T_160502_4_1_corrected
576,3.0,T_160502_4_2_corrected
577,0.0,T_160502_6_1
578,1.0,T_160502_7_1_corrected
579,0.0,T_160502_7_2_corrected
580,2.0,T_160502_7_3
581,5.0,T_160502_8_1_corrected
582,6.0,T_160502_8_2
583,4.0,T_160502_8_3_complemented
584,5.0,T_160502_9_1
585,2.0,T_160502_9_2
586,2.0,T_160502_9_3_complemented
587,0.0,T_160502_9_4_complemented
588,0.0,T_160502_9_5_complemented
589,0.0,T_160502_9_6_complemented
